target,data_type,top_level_directory,eclipse,segment,instrument,filter,subarray,readout_mode,groups_per_integration,relative_path,filename,size_bytes,sha256
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse1,011,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse1/eclipse1-seg011_mirimage_uncal.fits,eclipse1-seg011_mirimage_uncal.fits,1998115200,b188e25307ecdc195f78c9733d93440b8b9dbf1a67376069d3ba786379920329
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse1,012,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse1/eclipse1-seg012_mirimage_uncal.fits,eclipse1-seg012_mirimage_uncal.fits,1998115200,ecf8e2ac2b77452073aa3da0834f9a7231209e6e7714e2ed46aa4fa037198b41
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse1,013,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse1/eclipse1-seg013_mirimage_uncal.fits,eclipse1-seg013_mirimage_uncal.fits,1998115200,764fdc68a6deb3cd91bd6a49dd9e68e3b301e4d73cf2bcf501ffd12d868300d4
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse1,014,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse1/eclipse1-seg014_mirimage_uncal.fits,eclipse1-seg014_mirimage_uncal.fits,1998115200,aecf1482d0da6dbf4f59662355e870cad53f12754b67bd4bafb6bed6cc8183ca
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse1,015,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse1/eclipse1-seg015_mirimage_uncal.fits,eclipse1-seg015_mirimage_uncal.fits,1998115200,2e320a461f9b40caa7fc86bbc073234afdd8feff155e22b91a379b1e27ea4158
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse1,016,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse1/eclipse1-seg016_mirimage_uncal.fits,eclipse1-seg016_mirimage_uncal.fits,1998115200,ec5d07e8d5a9a8b104bc4ac53dd2422d8a89099d6c764492676219ae3193314e
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse1,017,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse1/eclipse1-seg017_mirimage_uncal.fits,eclipse1-seg017_mirimage_uncal.fits,1998115200,8c8804ab82edd60c5304fee7686cae4d2f6b749478b15a0bd6424b0f1867bf43
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse1,018,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse1/eclipse1-seg018_mirimage_uncal.fits,eclipse1-seg018_mirimage_uncal.fits,169623360,c31fe2a99aef6bbacf40b0598362fc4383702a05888bf6beb4aafffc810f2091
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,001,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg001_mirimage_uncal.fits,eclipse2-seg001_mirimage_uncal.fits,1998115200,83c80136cc1741d739ba0a64ebb0a0d07562974cb94ddefdc8e1aa35620a6675
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,002,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg002_mirimage_uncal.fits,eclipse2-seg002_mirimage_uncal.fits,1998115200,874b2c60e6e059620e3ce622ff9e1a13cbbe052dc6a3245b48cb9cef0496571c
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,003,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg003_mirimage_uncal.fits,eclipse2-seg003_mirimage_uncal.fits,1998115200,3c668e392aa815c28a5a5d4c549b126acfda305ce3067e9c0c6f758ca1eccb68
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,004,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg004_mirimage_uncal.fits,eclipse2-seg004_mirimage_uncal.fits,1998115200,82eed7f947477afad52f6ad33acf67dd1a964d28fad6d3a096958cb4d3167199
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,005,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg005_mirimage_uncal.fits,eclipse2-seg005_mirimage_uncal.fits,1998115200,9783c31b8da7c966c33f8e56a15cfac646029cd0a0c67de810b94e4c4b269a3a
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,006,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg006_mirimage_uncal.fits,eclipse2-seg006_mirimage_uncal.fits,1998115200,368f60611a8c76d26e8831f87b300df9e55a7a5ecbc0c1f9e33ff534b5d72f40
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,007,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg007_mirimage_uncal.fits,eclipse2-seg007_mirimage_uncal.fits,1998115200,3c0f9ba8f35c4b76727935c49efd6a6c60e4ee40f5b03ba22b7529e6e5b82e9d
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,008,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg008_mirimage_uncal.fits,eclipse2-seg008_mirimage_uncal.fits,1998115200,770d98a02a6ff791b01fd6375b855fdb67fd99dd7710f310a0db7d42f129076b
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse2,009,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse2/eclipse2-seg009_mirimage_uncal.fits,eclipse2-seg009_mirimage_uncal.fits,847935360,c53eeda74a0ca9058fe762f12cc959788cda097355f85600f2813b1bb0202fab
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,001,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg001_mirimage_uncal.fits,eclipse3-seg001_mirimage_uncal.fits,1998115200,46dc9bb7e6796430107b1e99a11534e35b44a2208be2084868e0b16a9869dc07
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,002,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg002_mirimage_uncal.fits,eclipse3-seg002_mirimage_uncal.fits,1998115200,f990efead71f80b3dbece25b843cd203e8adecc406d2109160b6a219696de2ef
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,003,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg003_mirimage_uncal.fits,eclipse3-seg003_mirimage_uncal.fits,1998115200,f7c2557b9c150d8d40b0b20ede2d648e690aebe2c2169f7750432ca2ddaf4566
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,004,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg004_mirimage_uncal.fits,eclipse3-seg004_mirimage_uncal.fits,1998115200,5fdc9d618b99f566d791bfc39e0fd7b0c246abb478f49d880125d38f3a0db289
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,005,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg005_mirimage_uncal.fits,eclipse3-seg005_mirimage_uncal.fits,1998115200,2016d05bc540bc4f348494ed857d8a17e9c620a29c17e16de16c3e2edeed0795
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,006,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg006_mirimage_uncal.fits,eclipse3-seg006_mirimage_uncal.fits,1998115200,52b5f60a8778f53409596f7a32f90b3e876413bb321cbf8686a8ee23b583eae8
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,007,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg007_mirimage_uncal.fits,eclipse3-seg007_mirimage_uncal.fits,1998115200,9431bf248b350637c72282fadcf5efbb605603c52fe688dd9c780d01a95c4ab5
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,008,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg008_mirimage_uncal.fits,eclipse3-seg008_mirimage_uncal.fits,1998115200,00d157526e464f55b2452273997163380fa0231330443b54952bf01d679684a3
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse3,009,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse3/eclipse3-seg009_mirimage_uncal.fits,eclipse3-seg009_mirimage_uncal.fits,847935360,f4e2e02b3a7fc29c9b7aafdfc0fee49aa44ac57250ad6863e9275670b1729fe1
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,001,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg001_mirimage_uncal.fits,eclipse4-seg001_mirimage_uncal.fits,1998115200,526b1e421735fd4a68723bf93f1a55e0a7e329bc83f10173f746dcc7a973c1a2
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,002,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg002_mirimage_uncal.fits,eclipse4-seg002_mirimage_uncal.fits,1998115200,6dab3f01350f02e3603bd260d05c28d46d159d0a7b5cc7628f9276a692be8560
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,003,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg003_mirimage_uncal.fits,eclipse4-seg003_mirimage_uncal.fits,1998115200,049dfd0fae8223b3e1dbae47ae03b86a2263104b000ce1feabf40a885aac8341
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,004,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg004_mirimage_uncal.fits,eclipse4-seg004_mirimage_uncal.fits,1998115200,31f279badf8e0a656455760054d8d82fc7b51a143a5ca4bce107f6cbd6e8001b
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,005,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg005_mirimage_uncal.fits,eclipse4-seg005_mirimage_uncal.fits,1998115200,74095325648b5a4ccd60fa1b24b8cd7d16fb8527939138f2b24fa4006de1a04d
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,006,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg006_mirimage_uncal.fits,eclipse4-seg006_mirimage_uncal.fits,1998115200,d86f26b6ceb1c06cf986624d7cfc8040fc19d041590256bb30f4dcab65e07fbe
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,007,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg007_mirimage_uncal.fits,eclipse4-seg007_mirimage_uncal.fits,1998115200,315def1974dfb5a2ea627928ee7305f927effb246c9a1058b90c554cd0661532
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,008,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg008_mirimage_uncal.fits,eclipse4-seg008_mirimage_uncal.fits,1998115200,e00c91012063a612cbb3646628b6ae5bed06433d4a127831dde7be4976504867
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,009,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg009_mirimage_uncal.fits,eclipse4-seg009_mirimage_uncal.fits,1998115200,afad358daa4a2cba832b901984cd31f2013b67ba432897a75c46b026dff88a76
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,010,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg010_mirimage_uncal.fits,eclipse4-seg010_mirimage_uncal.fits,1998115200,c2b9eb04188f8d1108487ae7e603fbd2802f79a923fcafcbbfa40adbccbc8128
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,011,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg011_mirimage_uncal.fits,eclipse4-seg011_mirimage_uncal.fits,1998115200,da572e83244ba0196a2b6dff6e8fd8d76a664bd62ca96cea636650450815b70d
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,012,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg012_mirimage_uncal.fits,eclipse4-seg012_mirimage_uncal.fits,1998115200,b17ef5b68ada26b8250133c32a5f90b3d5c6cab6ad73c80cd2f6e4d2f7bdeafc
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse4,013,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse4/eclipse4-seg013_mirimage_uncal.fits,eclipse4-seg013_mirimage_uncal.fits,766831680,7fd539f2ca8a9c6a81bcf495f8a999816f916005b85b74875293048126698557
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,001,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg001_mirimage_uncal.fits,eclipse5-seg001_mirimage_uncal.fits,1998115200,886947b9d3d6f75dd63a354b05d4abcaec787bc91a2857e889132692989e8cab
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,002,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg002_mirimage_uncal.fits,eclipse5-seg002_mirimage_uncal.fits,1998115200,b3c74a6d2b3c76f17c4e871985fbdcc61e2dd0b69da26f2e0183fdceb4855eb7
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,003,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg003_mirimage_uncal.fits,eclipse5-seg003_mirimage_uncal.fits,1998115200,d393224301d95dc853c2ea08e8f1e5f8c88887ca351e66bcf6ad0b1de338b46e
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,004,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg004_mirimage_uncal.fits,eclipse5-seg004_mirimage_uncal.fits,1998115200,eda70cf2a2ee47a91b5ae7407be4b3062ee79df55319714c98021a9345c4e6f8
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,005,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg005_mirimage_uncal.fits,eclipse5-seg005_mirimage_uncal.fits,1998115200,0ec7615ec1dee748203dc770ea74d1bac6c60f965fb1381798fea5d244817fb7
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,006,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg006_mirimage_uncal.fits,eclipse5-seg006_mirimage_uncal.fits,1998115200,21a5e9913b450d8b7d995d009cc054d1c81fcc58c0fcec1d6e13615d98f81faf
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,007,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg007_mirimage_uncal.fits,eclipse5-seg007_mirimage_uncal.fits,1998115200,6d6b66cd31766b8df1025ff1faa981b5852240838510e43b0863a065af539a86
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,008,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg008_mirimage_uncal.fits,eclipse5-seg008_mirimage_uncal.fits,1998115200,ab7d3e2d09703c66f557f83e108be90ca617bb9c04b183cb597a2d7612ccf4c5
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse5,009,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse5/eclipse5-seg009_mirimage_uncal.fits,eclipse5-seg009_mirimage_uncal.fits,847935360,935a1fb2c7d3ef5bfafa549ff75cdbb8ec70dfae88eeb9fb1976ebde002ebbcb
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,001,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg001_mirimage_uncal.fits,eclipse6-seg001_mirimage_uncal.fits,1998115200,62671866ce8de57715de02a9489e98b21b6633bc0d3cc7e8dc0b1de53ebc89f3
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,002,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg002_mirimage_uncal.fits,eclipse6-seg002_mirimage_uncal.fits,1998115200,872d37f9b386be32d1b1e7a70e277a774d374b22d7465b51028ad1a96b072d74
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,003,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg003_mirimage_uncal.fits,eclipse6-seg003_mirimage_uncal.fits,1998115200,c4d12d0fd9d32648599f9cd63596519252dfe1c0e4e67805a5929095db2a9234
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,004,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg004_mirimage_uncal.fits,eclipse6-seg004_mirimage_uncal.fits,1998115200,2fbfd8e1a1dfda9744142ff178349efe5b284951f7d627e57fbe834e9143797f
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,005,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg005_mirimage_uncal.fits,eclipse6-seg005_mirimage_uncal.fits,1998115200,71b097fe6112dd9e33e7898cec27bffe7a98d0dd507ef27049f3e2fd407b48cc
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,006,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg006_mirimage_uncal.fits,eclipse6-seg006_mirimage_uncal.fits,1998115200,0f62db66584db02998aaf47185fb34994c518345d2cf49dbd38b00e12b56e14e
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,007,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg007_mirimage_uncal.fits,eclipse6-seg007_mirimage_uncal.fits,1998115200,106890fe0b0558c14cf2b187df1db6d48f20fff885b96b5f009b8ae7c0790a35
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,008,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg008_mirimage_uncal.fits,eclipse6-seg008_mirimage_uncal.fits,1998115200,b91f095481ff10bc0c3accefc2685e3af8d726f9f0bf8500333314ec303e804a
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,009,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg009_mirimage_uncal.fits,eclipse6-seg009_mirimage_uncal.fits,1998115200,54ee7110ec1c03361112510c13ee5a0fafece8b141d029fa676b425f5c371137
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,010,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg010_mirimage_uncal.fits,eclipse6-seg010_mirimage_uncal.fits,1998115200,2994c4f083c29a356bd793efa02e95f25f5841f42d2a27fec78fc9feec58298a
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,011,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg011_mirimage_uncal.fits,eclipse6-seg011_mirimage_uncal.fits,1998115200,97937813d6052fdcbc0d08b3fdf127c9a7c448c1ce1ce6dbc678343c5afc0c45
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,012,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg012_mirimage_uncal.fits,eclipse6-seg012_mirimage_uncal.fits,1998115200,1ce508833c3904bfd4bad7b4bfa8f8f83fbc137d00d76e33b492881d38c23225
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse6,013,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse6/eclipse6-seg013_mirimage_uncal.fits,eclipse6-seg013_mirimage_uncal.fits,553017600,dc84a67fffcc2aaf0d69082787061c633f5aae92a72e51021325022d5a007e83
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,001,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg001_mirimage_uncal.fits,eclipse7-seg001_mirimage_uncal.fits,1998115200,3e362209c85fb624a55aeb0e85def37ebd2ca17cf0071ebb14b2a55b3daf2c56
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,002,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg002_mirimage_uncal.fits,eclipse7-seg002_mirimage_uncal.fits,1998115200,9aded97a922a612888e01c958a94258b3e78d10697fd33ca3e983252f7640a3a
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,003,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg003_mirimage_uncal.fits,eclipse7-seg003_mirimage_uncal.fits,1998115200,3befd2e3e5be09648f4266d740c57a702177dd14da98cc6d2997a05a937ddde6
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,004,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg004_mirimage_uncal.fits,eclipse7-seg004_mirimage_uncal.fits,1998115200,2ccc054db4671ecf817b721853a55f0c67e88ca5338383acf73336fc9a794f0e
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,005,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg005_mirimage_uncal.fits,eclipse7-seg005_mirimage_uncal.fits,1998115200,b874f0ce387957df0514e26fcb5d5327f48e4e6956bdea76a00f30170311e746
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,006,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg006_mirimage_uncal.fits,eclipse7-seg006_mirimage_uncal.fits,1998115200,104af9cdfbc71128d9a0e365f77b480897187286c2bf9ef693ae1b61e14260b1
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,007,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg007_mirimage_uncal.fits,eclipse7-seg007_mirimage_uncal.fits,1998115200,05a10cea66065154f7329865a3be4faf8acaf2d4a1588eeb0582fd469c45bb13
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,008,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg008_mirimage_uncal.fits,eclipse7-seg008_mirimage_uncal.fits,1998115200,25c6c50967c115b0fcc716778caa14c57ece66155b040ed5495ee634ec3283ba
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,009,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg009_mirimage_uncal.fits,eclipse7-seg009_mirimage_uncal.fits,1998115200,32c2bdef5d997aa9eb4f56afe503e06fd1408d7b932c550d6235ef57f29e2cfe
